teama_maps,teama_kddiff,teama_kdr,teama_rtg,teama_ct_rw,teama_ct_opk,teama_ct_multik,teama_ct_5v4,teama_ct_4v5,teama_ct_trd,teama_ct_adr,teama_ct_fa,teama_t_rw,teama_t_opk,teama_t_multik,teama_t_5v4,teama_t_4v5,teama_t_trd,teama_t_adr,teama_t_fa,teama_ct_pistol_rw,teama_ct_pistol_r2conv,teama_ct_pistol_r2brk,teama_t_pistol_rw,teama_t_pistol_r2conv,teama_t_pistol_r2brk,teamb_maps,teamb_kddiff,teamb_kdr,teamb_rtg,teamb_ct_rw,teamb_ct_opk,teamb_ct_multik,teamb_ct_5v4,teamb_ct_4v5,teamb_ct_trd,teamb_ct_adr,teamb_ct_fa,teamb_t_rw,teamb_t_opk,teamb_t_multik,teamb_t_5v4,teamb_t_4v5,teamb_t_trd,teamb_t_adr,teamb_t_fa,teamb_ct_pistol_rw,teamb_ct_pistol_r2conv,teamb_ct_pistol_r2brk,teamb_t_pistol_rw,teamb_t_pistol_r2conv,teamb_t_pistol_r2brk,match_winner
56.0,-14.0,1.0,1.04,0.562,0.597,0.87,0.732,0.311,0.19,31.6,0.26,0.45299999999999996,0.435,0.72,0.695,0.267,0.2,16.7,0.25,0.48200000000000004,0.741,0.24100000000000002,0.48200000000000004,0.7040000000000001,0.034,67.0,666.0,1.12,1.11,0.617,0.618,0.95,0.789,0.341,0.214,29.3,0.21,0.512,0.424,0.75,0.775,0.319,0.20199999999999999,13.7,0.25,0.642,0.767,0.292,0.5820000000000001,0.897,0.14300000000000002,1.0
45.0,-607.0,0.86,0.93,0.462,0.534,0.78,0.6559999999999999,0.242,0.192,20.6,0.23,0.409,0.348,0.63,0.6779999999999999,0.266,0.19399999999999998,11.1,0.3,0.467,0.762,0.042,0.37799999999999995,0.8240000000000001,0.35700000000000004,67.0,666.0,1.12,1.11,0.617,0.618,0.95,0.789,0.341,0.214,29.3,0.21,0.512,0.424,0.75,0.775,0.319,0.20199999999999999,13.7,0.25,0.642,0.767,0.292,0.5820000000000001,0.897,0.14300000000000002,1.0
67.0,666.0,1.12,1.11,0.617,0.618,0.95,0.789,0.341,0.214,29.3,0.21,0.512,0.424,0.75,0.775,0.319,0.20199999999999999,13.7,0.25,0.642,0.767,0.292,0.5820000000000001,0.897,0.14300000000000002,70.0,195.0,1.03,1.03,0.595,0.622,0.95,0.759,0.32799999999999996,0.19,36.9,0.23,0.445,0.431,0.66,0.713,0.24100000000000002,0.188,14.5,0.26,0.557,0.7440000000000001,0.258,0.4,0.821,0.33299999999999996,0.0
45.0,-607.0,0.86,0.93,0.462,0.534,0.78,0.6559999999999999,0.242,0.192,20.6,0.23,0.409,0.348,0.63,0.6779999999999999,0.266,0.19399999999999998,11.1,0.3,0.467,0.762,0.042,0.37799999999999995,0.8240000000000001,0.35700000000000004,56.0,-14.0,1.0,1.04,0.562,0.597,0.87,0.732,0.311,0.19,31.6,0.26,0.45299999999999996,0.435,0.72,0.695,0.267,0.2,16.7,0.25,0.48200000000000004,0.741,0.24100000000000002,0.48200000000000004,0.7040000000000001,0.034,1.0
70.0,195.0,1.03,1.03,0.595,0.622,0.95,0.759,0.32799999999999996,0.19,36.9,0.23,0.445,0.431,0.66,0.713,0.24100000000000002,0.188,14.5,0.26,0.557,0.7440000000000001,0.258,0.4,0.821,0.33299999999999996,56.0,-14.0,1.0,1.04,0.562,0.597,0.87,0.732,0.311,0.19,31.6,0.26,0.45299999999999996,0.435,0.72,0.695,0.267,0.2,16.7,0.25,0.48200000000000004,0.741,0.24100000000000002,0.48200000000000004,0.7040000000000001,0.034,1.0
67.0,666.0,1.12,1.11,0.617,0.618,0.95,0.789,0.341,0.214,29.3,0.21,0.512,0.424,0.75,0.775,0.319,0.20199999999999999,13.7,0.25,0.642,0.767,0.292,0.5820000000000001,0.897,0.14300000000000002,45.0,-607.0,0.86,0.93,0.462,0.534,0.78,0.6559999999999999,0.242,0.192,20.6,0.23,0.409,0.348,0.63,0.6779999999999999,0.266,0.19399999999999998,11.1,0.3,0.467,0.762,0.042,0.37799999999999995,0.8240000000000001,0.35700000000000004,1.0
74.0,-30.0,1.0,1.06,0.528,0.575,0.86,0.708,0.28800000000000003,0.18,38.1,0.18,0.45899999999999996,0.415,0.69,0.7020000000000001,0.28600000000000003,0.19899999999999998,13.7,0.27,0.514,0.8420000000000001,0.222,0.43200000000000005,0.75,0.16699999999999998,94.0,72.0,1.01,1.04,0.581,0.613,0.94,0.754,0.305,0.18100000000000002,33.7,0.25,0.423,0.414,0.67,0.695,0.231,0.187,14.8,0.25,0.574,0.833,0.175,0.457,0.7909999999999999,0.11800000000000001,1.0
62.0,-27.0,0.99,1.03,0.555,0.599,0.9,0.73,0.29600000000000004,0.193,39.8,0.2,0.44299999999999995,0.41100000000000003,0.68,0.698,0.266,0.201,16.6,0.28,0.484,0.8,0.125,0.46799999999999997,0.9309999999999999,0.121,94.0,72.0,1.01,1.04,0.581,0.613,0.94,0.754,0.305,0.18100000000000002,33.7,0.25,0.423,0.414,0.67,0.695,0.231,0.187,14.8,0.25,0.574,0.833,0.175,0.457,0.7909999999999999,0.11800000000000001,1.0
38.0,-2.0,1.0,1.06,0.513,0.575,0.86,0.723,0.22899999999999998,0.177,33.8,0.23,0.469,0.41200000000000003,0.71,0.741,0.276,0.213,13.7,0.31,0.474,0.833,0.15,0.5529999999999999,0.857,0.17600000000000002,94.0,72.0,1.01,1.04,0.581,0.613,0.94,0.754,0.305,0.18100000000000002,33.7,0.25,0.423,0.414,0.67,0.695,0.231,0.187,14.8,0.25,0.574,0.833,0.175,0.457,0.7909999999999999,0.11800000000000001,1.0
74.0,-30.0,1.0,1.06,0.528,0.575,0.86,0.708,0.28800000000000003,0.18,38.1,0.18,0.45899999999999996,0.415,0.69,0.7020000000000001,0.28600000000000003,0.19899999999999998,13.7,0.27,0.514,0.8420000000000001,0.222,0.43200000000000005,0.75,0.16699999999999998,62.0,-27.0,0.99,1.03,0.555,0.599,0.9,0.73,0.29600000000000004,0.193,39.8,0.2,0.44299999999999995,0.41100000000000003,0.68,0.698,0.266,0.201,16.6,0.28,0.484,0.8,0.125,0.46799999999999997,0.9309999999999999,0.121,0.0
62.0,-27.0,0.99,1.03,0.555,0.599,0.9,0.73,0.29600000000000004,0.193,39.8,0.2,0.44299999999999995,0.41100000000000003,0.68,0.698,0.266,0.201,16.6,0.28,0.484,0.8,0.125,0.46799999999999997,0.9309999999999999,0.121,94.0,72.0,1.01,1.04,0.581,0.613,0.94,0.754,0.305,0.18100000000000002,33.7,0.25,0.423,0.414,0.67,0.695,0.231,0.187,14.8,0.25,0.574,0.833,0.175,0.457,0.7909999999999999,0.11800000000000001,0.0
74.0,-30.0,1.0,1.06,0.528,0.575,0.86,0.708,0.28800000000000003,0.18,38.1,0.18,0.45899999999999996,0.415,0.69,0.7020000000000001,0.28600000000000003,0.19899999999999998,13.7,0.27,0.514,0.8420000000000001,0.222,0.43200000000000005,0.75,0.16699999999999998,38.0,-2.0,1.0,1.06,0.513,0.575,0.86,0.723,0.22899999999999998,0.177,33.8,0.23,0.469,0.41200000000000003,0.71,0.741,0.276,0.213,13.7,0.31,0.474,0.833,0.15,0.5529999999999999,0.857,0.17600000000000002,0.0
74.0,719.0,1.12,1.11,0.61,0.617,0.95,0.78,0.33799999999999997,0.20800000000000002,30.0,0.21,0.506,0.435,0.75,0.768,0.305,0.19899999999999998,14.0,0.26,0.622,0.7829999999999999,0.25,0.608,0.889,0.138,108.0,754.0,1.08,1.08,0.604,0.612,0.95,0.759,0.36,0.192,29.0,0.2,0.474,0.43200000000000005,0.7,0.7190000000000001,0.28800000000000003,0.2,14.1,0.26,0.602,0.892,0.233,0.565,0.836,0.23399999999999999,1.0
103.0,722.0,1.08,1.08,0.604,0.611,0.94,0.757,0.364,0.191,28.9,0.2,0.47700000000000004,0.435,0.7,0.722,0.28800000000000003,0.198,14.0,0.25,0.612,0.905,0.25,0.5529999999999999,0.825,0.239,69.0,-271.0,0.96,1.0,0.555,0.6,0.89,0.75,0.265,0.165,28.6,0.19,0.41100000000000003,0.402,0.66,0.633,0.261,0.203,15.4,0.25,0.493,0.912,0.257,0.507,0.629,0.08800000000000001,0.0
69.0,755.0,1.13,1.12,0.612,0.615,0.96,0.785,0.33799999999999997,0.207,29.8,0.21,0.516,0.441,0.77,0.772,0.315,0.2,13.8,0.26,0.652,0.778,0.292,0.609,0.8809999999999999,0.111,111.0,-105.0,0.99,1.02,0.56,0.596,0.9,0.742,0.292,0.179,33.5,0.24,0.428,0.413,0.67,0.708,0.23,0.18899999999999997,15.5,0.26,0.541,0.7829999999999999,0.157,0.46799999999999997,0.769,0.085,0.0
67.0,-250.0,0.96,1.0,0.555,0.598,0.9,0.7509999999999999,0.264,0.165,28.5,0.19,0.41700000000000004,0.40299999999999997,0.66,0.643,0.263,0.204,15.6,0.26,0.493,0.909,0.265,0.522,0.629,0.094,53.0,-21.0,1.0,1.05,0.568,0.591,0.88,0.741,0.318,0.191,31.8,0.25,0.45299999999999996,0.435,0.72,0.693,0.268,0.2,16.8,0.25,0.509,0.741,0.231,0.491,0.6920000000000001,0.037000000000000005,0.0
86.0,33.0,1.0,1.03,0.535,0.5760000000000001,0.88,0.705,0.305,0.18100000000000002,27.1,0.2,0.479,0.436,0.66,0.727,0.28800000000000003,0.188,12.5,0.27,0.419,0.778,0.16,0.512,0.841,0.19,109.0,-72.0,0.99,1.03,0.5589999999999999,0.594,0.9,0.741,0.29100000000000004,0.18,33.6,0.24,0.43200000000000005,0.414,0.67,0.7120000000000001,0.23399999999999999,0.19,15.6,0.26,0.541,0.78,0.16,0.47700000000000004,0.769,0.08800000000000001,1.0
50.0,0.0,1.0,1.05,0.575,0.5870000000000001,0.89,0.75,0.326,0.195,31.0,0.24,0.45299999999999996,0.439,0.71,0.696,0.264,0.19399999999999998,16.7,0.25,0.54,0.741,0.217,0.5,0.72,0.04,82.0,-50.0,0.99,1.02,0.563,0.5870000000000001,0.88,0.74,0.311,0.184,27.6,0.17,0.441,0.414,0.67,0.7,0.258,0.187,14.9,0.2,0.598,0.816,0.03,0.46299999999999997,0.895,0.205,0.0
106.0,-96.0,0.99,1.02,0.562,0.595,0.9,0.743,0.295,0.18100000000000002,34.1,0.24,0.428,0.41100000000000003,0.66,0.711,0.23,0.18899999999999997,15.8,0.26,0.528,0.7859999999999999,0.16,0.48100000000000004,0.765,0.091,101.0,701.0,1.08,1.08,0.6,0.611,0.93,0.7559999999999999,0.35700000000000004,0.18899999999999997,29.1,0.2,0.478,0.43700000000000006,0.7,0.722,0.28800000000000003,0.19899999999999998,13.9,0.25,0.604,0.902,0.25,0.5539999999999999,0.821,0.244,1.0
67.0,724.0,1.13,1.12,0.607,0.616,0.96,0.78,0.33299999999999996,0.20199999999999999,30.1,0.21,0.521,0.444,0.77,0.775,0.318,0.2,13.9,0.26,0.642,0.767,0.292,0.612,0.878,0.115,64.0,-268.0,0.95,1.0,0.555,0.597,0.89,0.755,0.259,0.163,28.1,0.19,0.41100000000000003,0.406,0.65,0.636,0.257,0.2,15.6,0.25,0.484,0.903,0.242,0.5,0.625,0.094,0.0
83.0,64.0,1.01,1.03,0.539,0.58,0.89,0.708,0.307,0.185,27.5,0.2,0.47600000000000003,0.436,0.66,0.723,0.285,0.18899999999999997,12.7,0.27,0.41,0.765,0.163,0.53,0.841,0.179,82.0,-185.0,0.97,1.02,0.545,0.579,0.88,0.742,0.278,0.19,37.2,0.19,0.44799999999999995,0.409,0.68,0.713,0.265,0.19899999999999998,16.3,0.28,0.5,0.8290000000000001,0.122,0.46299999999999997,0.9470000000000001,0.22699999999999998,0.0
82.0,-50.0,0.99,1.02,0.563,0.5870000000000001,0.88,0.74,0.311,0.184,27.6,0.17,0.441,0.414,0.67,0.7,0.258,0.187,14.9,0.2,0.598,0.816,0.03,0.46299999999999997,0.895,0.205,40.0,164.0,1.05,1.06,0.596,0.5920000000000001,0.95,0.77,0.345,0.209,25.0,0.18,0.46,0.397,0.66,0.741,0.275,0.201,13.1,0.3,0.55,0.909,0.444,0.675,0.778,0.154,0.0
79.0,-164.0,0.98,1.02,0.55,0.578,0.87,0.748,0.281,0.19,36.7,0.19,0.447,0.406,0.67,0.7090000000000001,0.267,0.2,15.8,0.28,0.506,0.85,0.128,0.44299999999999995,0.943,0.22699999999999998,77.0,267.0,1.04,1.06,0.594,0.617,0.94,0.757,0.331,0.191,36.4,0.22,0.455,0.44,0.67,0.722,0.245,0.18899999999999997,14.9,0.27,0.584,0.711,0.25,0.40299999999999997,0.8390000000000001,0.348,0.0
80.0,48.0,1.01,1.03,0.539,0.5820000000000001,0.89,0.7040000000000001,0.311,0.18600000000000003,27.1,0.2,0.47200000000000003,0.43799999999999994,0.66,0.72,0.28,0.188,12.4,0.27,0.425,0.765,0.174,0.525,0.833,0.158,81.0,6.0,1.0,1.04,0.537,0.583,0.89,0.7170000000000001,0.28800000000000003,0.184,39.0,0.19,0.445,0.42100000000000004,0.69,0.6920000000000001,0.265,0.19899999999999998,14.3,0.27,0.494,0.825,0.268,0.42,0.765,0.191,0.0
47.0,20.0,1.01,1.06,0.513,0.5710000000000001,0.83,0.73,0.22399999999999998,0.17,32.8,0.22,0.484,0.465,0.65,0.687,0.309,0.185,18.7,0.25,0.447,0.81,0.115,0.489,0.87,0.083,77.0,-49.0,0.99,1.02,0.5589999999999999,0.5820000000000001,0.88,0.738,0.311,0.188,28.1,0.17,0.445,0.415,0.67,0.708,0.258,0.188,15.3,0.2,0.61,0.809,0.033,0.46799999999999997,0.889,0.22,1.0
61.0,-255.0,0.95,1.0,0.547,0.5870000000000001,0.88,0.746,0.265,0.161,28.0,0.18,0.419,0.41100000000000003,0.66,0.642,0.262,0.205,15.7,0.26,0.475,0.897,0.25,0.475,0.655,0.094,78.0,17.0,1.0,1.04,0.545,0.586,0.9,0.723,0.295,0.18600000000000003,39.0,0.19,0.43799999999999994,0.419,0.69,0.685,0.261,0.198,13.8,0.27,0.5,0.846,0.282,0.41,0.75,0.196,0.0
74.0,272.0,1.04,1.06,0.5920000000000001,0.615,0.94,0.759,0.326,0.193,36.5,0.22,0.46,0.44299999999999995,0.68,0.7240000000000001,0.25,0.19,14.9,0.27,0.581,0.698,0.258,0.392,0.862,0.35600000000000004,117.0,213.0,1.02,1.04,0.596,0.596,0.95,0.763,0.349,0.183,28.0,0.16,0.445,0.41200000000000003,0.67,0.703,0.264,0.18,15.7,0.25,0.53,0.855,0.29100000000000004,0.419,0.857,0.235,0.0
66.0,416.0,1.07,1.09,0.615,0.623,0.97,0.765,0.369,0.204,36.5,0.27,0.45899999999999996,0.435,0.73,0.705,0.272,0.214,17.3,0.33,0.545,0.972,0.16699999999999998,0.606,0.95,0.077,77.0,41.0,1.01,1.03,0.545,0.585,0.89,0.7070000000000001,0.319,0.188,27.2,0.2,0.46299999999999997,0.435,0.65,0.713,0.272,0.185,12.7,0.26,0.429,0.758,0.182,0.519,0.825,0.135,1.0
76.0,-168.0,0.97,1.02,0.545,0.575,0.87,0.7440000000000001,0.27899999999999997,0.18899999999999997,35.9,0.19,0.451,0.409,0.67,0.716,0.267,0.2,16.1,0.28,0.513,0.846,0.10800000000000001,0.447,0.941,0.23800000000000002,64.0,712.0,1.14,1.12,0.601,0.612,0.95,0.777,0.326,0.203,29.4,0.21,0.531,0.456,0.78,0.7709999999999999,0.33,0.2,14.2,0.27,0.672,0.767,0.23800000000000002,0.625,0.875,0.125,1.0
75.0,-78.0,0.99,1.02,0.557,0.583,0.88,0.7390000000000001,0.302,0.18899999999999997,28.2,0.17,0.442,0.41100000000000003,0.68,0.706,0.257,0.187,15.2,0.2,0.613,0.804,0.034,0.467,0.8859999999999999,0.225,102.0,-91.0,0.99,1.02,0.561,0.5920000000000001,0.9,0.7440000000000001,0.295,0.183,34.3,0.24,0.42700000000000005,0.408,0.67,0.7140000000000001,0.22899999999999998,0.188,15.8,0.26,0.529,0.778,0.16699999999999998,0.49,0.78,0.077,1.0
62.0,653.0,1.13,1.12,0.593,0.612,0.94,0.7709999999999999,0.313,0.2,29.4,0.2,0.53,0.45399999999999996,0.78,0.768,0.33299999999999996,0.2,14.3,0.27,0.6609999999999999,0.7559999999999999,0.23800000000000002,0.613,0.868,0.125,75.0,-5.0,1.0,1.02,0.5379999999999999,0.583,0.88,0.703,0.31,0.185,26.5,0.2,0.466,0.43799999999999994,0.65,0.7170000000000001,0.273,0.185,12.9,0.26,0.413,0.774,0.182,0.52,0.821,0.139,0.0
115.0,254.0,1.03,1.05,0.599,0.597,0.95,0.7659999999999999,0.353,0.184,28.0,0.16,0.446,0.41200000000000003,0.67,0.703,0.265,0.18,15.9,0.25,0.53,0.852,0.29600000000000004,0.426,0.857,0.212,75.0,10.0,1.0,1.03,0.546,0.589,0.9,0.7240000000000001,0.294,0.184,38.1,0.19,0.43799999999999994,0.418,0.68,0.6859999999999999,0.261,0.19699999999999998,13.9,0.26,0.507,0.8420000000000001,0.297,0.387,0.759,0.196,1.0
74.0,-109.0,0.98,1.03,0.5479999999999999,0.5770000000000001,0.87,0.743,0.28300000000000003,0.18899999999999997,36.3,0.2,0.46,0.41,0.68,0.727,0.27399999999999997,0.20199999999999999,16.3,0.28,0.527,0.846,0.114,0.45899999999999996,0.941,0.25,64.0,463.0,1.09,1.09,0.614,0.622,0.97,0.765,0.36700000000000005,0.205,36.2,0.27,0.46799999999999997,0.43799999999999994,0.74,0.716,0.276,0.217,17.4,0.33,0.547,0.971,0.172,0.625,0.95,0.042,0.0
72.0,232.0,1.04,1.06,0.5920000000000001,0.617,0.94,0.758,0.326,0.193,36.4,0.23,0.456,0.44299999999999995,0.67,0.7190000000000001,0.24600000000000002,0.188,14.9,0.26,0.569,0.732,0.258,0.389,0.857,0.364,58.0,-248.0,0.95,1.0,0.547,0.588,0.89,0.747,0.262,0.158,28.0,0.19,0.41600000000000004,0.408,0.66,0.64,0.261,0.204,15.6,0.26,0.5,0.897,0.24100000000000002,0.466,0.63,0.09699999999999999,1.0
64.0,717.0,1.14,1.12,0.6,0.621,0.95,0.777,0.312,0.20199999999999999,29.7,0.21,0.527,0.45299999999999996,0.78,0.765,0.33,0.20199999999999999,14.4,0.26,0.672,0.767,0.23800000000000002,0.609,0.872,0.12,69.0,-68.0,0.99,1.01,0.532,0.578,0.9,0.715,0.285,0.18,37.2,0.19,0.44,0.413,0.68,0.698,0.26,0.19699999999999998,13.5,0.27,0.507,0.8290000000000001,0.294,0.42,0.759,0.225,0.0
70.0,266.0,1.04,1.06,0.598,0.623,0.95,0.762,0.327,0.192,36.1,0.23,0.457,0.444,0.67,0.7190000000000001,0.247,0.187,14.6,0.26,0.5710000000000001,0.725,0.233,0.386,0.852,0.37200000000000005,69.0,-48.0,0.99,1.01,0.537,0.585,0.9,0.718,0.28600000000000003,0.18,37.1,0.19,0.44299999999999995,0.41200000000000003,0.68,0.706,0.259,0.198,13.5,0.27,0.507,0.857,0.294,0.42,0.7240000000000001,0.25,1.0
37.0,157.0,1.05,1.08,0.525,0.608,0.88,0.735,0.2,0.179,34.1,0.2,0.495,0.41200000000000003,0.73,0.775,0.3,0.218,16.0,0.29,0.541,0.9,0.17600000000000002,0.486,0.889,0.21100000000000002,64.0,694.0,1.13,1.12,0.6,0.622,0.95,0.78,0.307,0.203,30.1,0.2,0.521,0.452,0.77,0.75,0.332,0.198,14.3,0.26,0.672,0.767,0.28600000000000003,0.609,0.872,0.08,1.0
66.0,-50.0,0.99,1.01,0.54,0.578,0.91,0.725,0.289,0.18100000000000002,36.3,0.19,0.441,0.41200000000000003,0.69,0.701,0.259,0.196,13.2,0.26,0.5,0.879,0.273,0.409,0.741,0.256,104.0,317.0,1.03,1.05,0.596,0.599,0.95,0.759,0.354,0.17800000000000002,28.3,0.16,0.45299999999999996,0.42100000000000004,0.68,0.706,0.267,0.18100000000000002,16.3,0.24,0.519,0.852,0.28,0.433,0.867,0.22,0.0
79.0,518.0,1.08,1.08,0.593,0.608,0.94,0.753,0.34600000000000003,0.19,29.1,0.21,0.48100000000000004,0.435,0.71,0.721,0.295,0.19699999999999998,14.5,0.27,0.6579999999999999,0.885,0.259,0.557,0.795,0.257,64.0,701.0,1.13,1.12,0.603,0.622,0.96,0.78,0.313,0.203,30.5,0.2,0.517,0.457,0.75,0.7490000000000001,0.322,0.192,14.7,0.25,0.672,0.7909999999999999,0.28600000000000003,0.625,0.85,0.083,1.0
34.0,176.0,1.06,1.08,0.53,0.6,0.89,0.755,0.19399999999999998,0.18,34.2,0.2,0.503,0.414,0.74,0.784,0.306,0.223,15.8,0.29,0.5589999999999999,0.895,0.2,0.529,0.889,0.188,102.0,353.0,1.04,1.06,0.601,0.6,0.95,0.763,0.358,0.18,28.5,0.16,0.452,0.42200000000000004,0.68,0.706,0.266,0.18100000000000002,16.3,0.24,0.52,0.8490000000000001,0.28600000000000003,0.441,0.867,0.228,0.0
62.0,634.0,1.12,1.11,0.598,0.62,0.95,0.779,0.304,0.20199999999999999,30.6,0.2,0.509,0.451,0.75,0.743,0.318,0.19,14.7,0.25,0.6609999999999999,0.805,0.28600000000000003,0.613,0.8420000000000001,0.083,77.0,33.0,1.0,1.03,0.556,0.5710000000000001,0.9,0.738,0.314,0.175,35.1,0.27,0.44299999999999995,0.418,0.66,0.716,0.24600000000000002,0.195,13.2,0.25,0.519,0.95,0.297,0.506,0.795,0.158,0.0
77.0,586.0,1.09,1.09,0.601,0.614,0.95,0.7559999999999999,0.354,0.192,29.2,0.21,0.486,0.43799999999999994,0.71,0.728,0.297,0.19699999999999998,14.3,0.27,0.675,0.885,0.28,0.5710000000000001,0.795,0.242,72.0,210.0,1.03,1.05,0.595,0.621,0.94,0.758,0.32899999999999996,0.18899999999999997,35.9,0.23,0.447,0.446,0.66,0.7090000000000001,0.23600000000000002,0.184,14.3,0.26,0.542,0.718,0.212,0.361,0.885,0.348,1.0
100.0,393.0,1.05,1.06,0.607,0.602,0.96,0.769,0.36200000000000004,0.182,28.6,0.16,0.451,0.42100000000000004,0.68,0.706,0.264,0.18,16.5,0.24,0.52,0.846,0.292,0.43,0.884,0.228,75.0,72.0,1.01,1.04,0.563,0.5770000000000001,0.91,0.743,0.317,0.17600000000000002,35.5,0.28,0.444,0.42100000000000004,0.67,0.711,0.249,0.196,13.4,0.25,0.52,0.9490000000000001,0.306,0.507,0.789,0.135,0.0
72.0,201.0,1.03,1.05,0.593,0.619,0.94,0.755,0.32799999999999996,0.187,35.7,0.23,0.447,0.445,0.67,0.7040000000000001,0.24,0.182,14.1,0.25,0.528,0.763,0.20600000000000002,0.389,0.857,0.318,65.0,-54.0,0.99,1.01,0.545,0.575,0.91,0.727,0.299,0.182,35.8,0.18,0.43799999999999994,0.41200000000000003,0.68,0.6990000000000001,0.255,0.195,12.6,0.26,0.508,0.848,0.281,0.415,0.741,0.263,0.0
77.0,523.0,1.08,1.08,0.602,0.62,0.95,0.76,0.34600000000000003,0.193,27.9,0.2,0.479,0.42200000000000004,0.69,0.7290000000000001,0.295,0.19699999999999998,14.1,0.27,0.662,0.922,0.308,0.5579999999999999,0.8140000000000001,0.20600000000000002,72.0,830.0,1.14,1.12,0.609,0.633,0.96,0.784,0.31,0.204,30.9,0.21,0.504,0.447,0.74,0.736,0.317,0.2,14.2,0.24,0.6809999999999999,0.8370000000000001,0.348,0.597,0.86,0.10300000000000001,0.0
90.0,339.0,1.04,1.06,0.594,0.599,0.95,0.755,0.354,0.182,28.8,0.17,0.46,0.42,0.69,0.725,0.268,0.184,16.6,0.23,0.511,0.87,0.318,0.433,0.897,0.255,70.0,858.0,1.15,1.13,0.617,0.637,0.97,0.789,0.317,0.205,30.6,0.22,0.504,0.451,0.73,0.736,0.315,0.19899999999999998,14.0,0.24,0.7,0.8370000000000001,0.33299999999999996,0.614,0.86,0.111,1.0
68.0,804.0,1.14,1.12,0.616,0.635,0.97,0.79,0.315,0.205,30.8,0.22,0.502,0.446,0.73,0.736,0.314,0.19899999999999998,14.2,0.24,0.691,0.851,0.33299999999999996,0.632,0.86,0.12,66.0,89.0,1.02,1.04,0.588,0.6,0.95,0.7440000000000001,0.355,0.19899999999999998,33.2,0.24,0.426,0.406,0.68,0.696,0.24100000000000002,0.21,15.7,0.31,0.515,0.941,0.094,0.561,0.892,0.069,0.0
88.0,395.0,1.05,1.07,0.598,0.604,0.95,0.757,0.35700000000000004,0.183,28.9,0.17,0.462,0.423,0.69,0.726,0.268,0.185,16.9,0.23,0.5,0.8640000000000001,0.318,0.44299999999999995,0.897,0.245,104.0,85.0,1.01,1.04,0.56,0.59,0.91,0.747,0.293,0.179,28.7,0.19,0.45799999999999996,0.441,0.71,0.6970000000000001,0.26899999999999996,0.183,13.7,0.26,0.462,0.8540000000000001,0.161,0.5,0.7879999999999999,0.115,0.0
90.0,-240.0,0.97,1.01,0.541,0.588,0.89,0.727,0.278,0.18600000000000003,33.4,0.18,0.44,0.39899999999999997,0.68,0.715,0.257,0.195,15.5,0.27,0.511,0.848,0.136,0.444,0.875,0.2,73.0,472.0,1.08,1.08,0.607,0.619,0.96,0.768,0.34600000000000003,0.195,27.7,0.2,0.473,0.42,0.68,0.7240000000000001,0.29,0.195,14.1,0.27,0.6579999999999999,0.917,0.32,0.562,0.8290000000000001,0.21899999999999997,1.0
66.0,168.0,1.03,1.05,0.5760000000000001,0.607,0.93,0.731,0.337,0.182,35.4,0.23,0.46,0.45799999999999996,0.68,0.71,0.248,0.183,14.2,0.26,0.515,0.794,0.21899999999999997,0.439,0.862,0.35100000000000003,50.0,83.0,1.02,1.05,0.573,0.598,0.92,0.735,0.332,0.20199999999999999,28.5,0.16,0.451,0.41200000000000003,0.68,0.6859999999999999,0.28600000000000003,0.18899999999999997,14.6,0.19,0.64,0.812,0.055999999999999994,0.42,0.9520000000000001,0.276,1.0
63.0,118.0,1.02,1.04,0.591,0.604,0.95,0.748,0.355,0.20199999999999999,32.9,0.24,0.425,0.40399999999999997,0.68,0.6970000000000001,0.24100000000000002,0.209,15.9,0.31,0.524,0.97,0.1,0.556,0.914,0.071,82.0,28.0,1.0,1.03,0.563,0.594,0.92,0.737,0.31,0.188,32.2,0.19,0.451,0.409,0.67,0.701,0.278,0.196,11.4,0.26,0.47600000000000003,0.846,0.27899999999999997,0.5,0.7559999999999999,0.244,0.0
86.0,361.0,1.05,1.06,0.594,0.602,0.94,0.755,0.35100000000000003,0.18100000000000002,28.9,0.17,0.46399999999999997,0.42,0.7,0.73,0.271,0.18600000000000003,16.8,0.23,0.488,0.857,0.318,0.45299999999999996,0.897,0.23399999999999999,60.0,89.0,1.02,1.04,0.588,0.596,0.96,0.748,0.354,0.205,32.5,0.24,0.423,0.402,0.69,0.6940000000000001,0.24100000000000002,0.21,15.8,0.31,0.517,0.968,0.10300000000000001,0.5329999999999999,0.9059999999999999,0.071,0.0
87.0,-227.0,0.97,1.02,0.539,0.585,0.88,0.73,0.272,0.184,33.3,0.18,0.447,0.402,0.69,0.7190000000000001,0.263,0.198,15.7,0.27,0.506,0.841,0.11599999999999999,0.46,0.875,0.191,47.0,88.0,1.02,1.05,0.565,0.595,0.91,0.733,0.319,0.201,27.5,0.16,0.455,0.418,0.69,0.684,0.29,0.187,14.8,0.18,0.638,0.833,0.059000000000000004,0.40399999999999997,0.9470000000000001,0.28600000000000003,0.0
